ID,region,status,Case Number Full,Consulate,221g Date,End of 221g Date,solvedInDays,How Many Days in AP
14133,AF,Refused,2022AF20235,KIN,2022-Sep-07,,,360
16937,AF,Issued,2022AF20296,KIN,2022-Sep-08,2022-Sep-29,21,21
14135,AF,Refused,2022AF20312,KIN,2022-Sep-08,,,359
14136,AF,Refused,2022AF20315,KIN,2022-Sep-08,,,359
15784,AF,Ready,2022AF20364,KIN,2022-Sep-08,2022-Sep-23,15,15
15785,AF,Issued,2022AF20371,DOH,2022-Sep-06,2022-Sep-22,16,16
14140,AF,Refused,2022AF20383,KIN,2022-Sep-08,,,359
14141,AF,Refused,2022AF20385,KIN,2022-Sep-08,,,359
14142,AF,Refused,2022AF20399,KIN,2022-Sep-08,,,359
14143,AF,Refused,2022AF20428,KIN,2022-Sep-08,,,359
14144,AF,Refused,2022AF20477,KIN,2022-Sep-08,,,359
15786,AF,Administrative Processing,2022AF20506,KIN,2022-Sep-08,2022-Sep-23,15,15
14146,AF,Refused,2022AF20511,KIN,2022-Sep-08,,,359
16940,AF,Issued,2022AF20541,KIN,2022-Sep-08,2022-Sep-28,20,20
14149,AF,Refused,2022AF20556,KIN,2022-Sep-08,,,359
14150,AF,Refused,2022AF20597,KIN,2022-Sep-08,,,359
15793,AF,Issued,2022AF20801,ACC,2022-Sep-08,2022-Sep-23,15,15
14155,AF,Refused,2022AF21266,DOH,2022-Sep-06,,,361
14156,AF,Refused,2022AF21424,ADD,2022-Sep-08,,,359
14161,AF,Refused,2022AF22015,ADD,2022-Sep-09,,,358
14973,AF,Issued,2022AF22017,CSB,2022-Sep-09,2022-Sep-13,4,4
14164,AF,Refused,2022AF22109,CSB,2022-Sep-07,,,360
16966,AF,Refused,2022AF22472,PRS,2022-Sep-09,2022-Sep-30,21,21
15840,AF,Issued,2022AF23496,KWT,2022-Sep-08,2022-Sep-22,14,14
16984,AF,Issued,2022AF23649,KHT,2022-Sep-08,2022-Sep-30,22,22
14179,AF,Refused,2022AF24803,PRS,2022-Sep-07,,,360
16999,AF,Refused,2022AF25242,MRV,2022-Sep-06,2022-Sep-28,22,22
15857,AF,Administrative Processing,2022AF25580,MNA,2022-Sep-07,2022-Sep-22,15,15
15002,AF,Issued,2022AF26458,ABD,2022-Sep-06,2022-Sep-16,10,10
14200,AF,Refused,2022AF27547,MRV,2022-Sep-06,,,361
15015,AF,Issued,2022AF27682,PTM,2022-Sep-09,2022-Sep-12,3,3
15017,AF,Issued,2022AF27840,DRS,2022-Sep-09,2022-Sep-14,5,5
15026,AF,Issued,2022AF29241,CSB,2022-Sep-09,2022-Sep-14,5,5
15027,AF,Issued,2022AF29359,CSB,2022-Sep-09,2022-Sep-16,7,7
15029,AF,Issued,2022AF29528,CSB,2022-Sep-09,2022-Sep-14,5,5
14213,AF,Refused,2022AF29712,NRB,2022-Sep-09,,,358
15031,AF,Administrative Processing,2022AF29905,DRS,2022-Sep-08,2022-Sep-16,8,8
15903,AF,Administrative Processing,2022AF29956,CSB,2022-Sep-09,2022-Sep-23,14,14
17047,AF,Issued,2022AF29985,KHT,2022-Sep-08,2022-Sep-30,22,22
17051,AF,Issued,2022AF30116,CSB,2022-Sep-09,2022-Sep-30,21,21
15906,AF,Issued,2022AF30452,CSB,2022-Sep-09,2022-Sep-22,13,13
15036,AF,Issued,2022AF31033,CSB,2022-Sep-09,2022-Sep-14,5,5
15907,AF,Issued,2022AF31098,CSB,2022-Sep-09,2022-Sep-23,14,14
15908,AF,Refused,2022AF31118,CSB,2022-Sep-09,2022-Sep-23,14,14
15909,AF,Refused,2022AF31288,CSB,2022-Sep-09,2022-Sep-23,14,14
15046,AF,Issued,2022AF32096,MRV,2022-Sep-07,2022-Sep-13,6,6
15050,AF,Issued,2022AF32751,KWT,2022-Sep-07,2022-Sep-14,7,7
15927,AF,Issued,2022AF34160,NRB,2022-Sep-09,2022-Sep-20,11,11
14237,AF,Refused,2022AF35802,MRV,2022-Sep-06,,,361
17099,AF,Issued,2022AF36292,MRV,2022-Sep-09,2022-Sep-27,18,18
15068,AF,Issued,2022AF36645,ALG,2022-Sep-06,2022-Sep-15,9,9
17111,AF,Issued,2022AF37821,JHN,2022-Sep-07,2022-Sep-26,19,19
17114,AF,Refused,2022AF38200,KGL,2022-Sep-09,2022-Sep-27,18,18
15075,AF,Issued,2022AF38291,MRV,2022-Sep-09,2022-Sep-16,7,7
15077,AF,Ready,2022AF38523,KHT,2022-Sep-08,2022-Sep-14,6,6
14255,AF,Refused,2022AF38533,MRV,2022-Sep-06,,,361
15964,AF,Issued,2022AF39735,YDE,2022-Sep-09,2022-Sep-23,14,14
17127,AF,Issued,2022AF40002,TNS,2022-Sep-09,2022-Sep-26,17,17
15086,AF,Refused,2022AF40790,KGL,2022-Sep-08,2022-Sep-16,8,8
15087,AF,Issued,2022AF41070,PRS,2022-Sep-07,2022-Sep-14,7,7
15977,AF,Issued,2022AF41208,YDE,2022-Sep-06,2022-Sep-21,15,15
15978,AF,Refused,2022AF41278,KGL,2022-Sep-08,2022-Sep-23,15,15
15980,AF,Refused,2022AF41433,MRV,2022-Sep-06,2022-Sep-22,16,16
14275,AF,Refused,2022AF41545,MRV,2022-Sep-07,,,360
17142,AF,Issued,2022AF41898,LOM,2022-Sep-08,2022-Sep-29,21,21
14283,AF,Refused,2022AF44040,FRN,2022-Sep-09,,,358
15111,AF,Ready,2022AF44572,MRV,2022-Sep-07,2022-Sep-16,9,9
17157,AF,Issued,2022AF44915,LOM,2022-Sep-07,2022-Sep-28,21,21
16010,AF,Administrative Processing,2022AF45637,KHT,2022-Sep-08,2022-Sep-19,11,11
14288,AF,Refused,2022AF45687,NRB,2022-Sep-07,,,360
17167,AF,Issued,2022AF46318,MRV,2022-Sep-06,2022-Sep-27,21,21
15124,AF,Administrative Processing,2022AF47172,FTN,2022-Sep-08,2022-Sep-16,8,8
17177,AF,Issued,2022AF48030,HRE,2022-Sep-08,2022-Sep-28,20,20
15133,AF,Administrative Processing,2022AF48536,FTN,2022-Sep-08,2022-Sep-16,8,8
16030,AF,Issued,2022AF48679,TNS,2022-Sep-08,2022-Sep-22,14,14
17182,AF,Issued,2022AF49490,ALG,2022-Sep-08,2022-Sep-30,22,22
17183,AF,Refused,2022AF49634,FTN,2022-Sep-08,2022-Sep-29,21,21
14301,AF,Refused,2022AF49956,MRV,2022-Sep-06,,,361
17186,AF,Refused,2022AF50111,NRB,2022-Sep-07,2022-Sep-28,21,21
17189,AF,Issued,2022AF50411,NRB,2022-Sep-07,2022-Sep-29,22,22
17192,AF,Issued,2022AF50466,MRV,2022-Sep-09,2022-Sep-28,19,19
16038,AF,Refused,2022AF50476,MRV,2022-Sep-07,2022-Sep-21,14,14
14306,AF,Refused,2022AF50544,NRB,2022-Sep-07,,,360
16041,AF,Administrative Processing,2022AF50850,YDE,2022-Sep-06,2022-Sep-23,17,17
15145,AF,Issued,2022AF50943,NRB,2022-Sep-08,2022-Sep-15,7,7
17196,AF,Issued,2022AF51089,NRB,2022-Sep-06,2022-Sep-28,22,22
14311,AF,Refused,2022AF51270,NRB,2022-Sep-07,,,360
14312,AF,Refused,2022AF51723,NRB,2022-Sep-07,,,360
16053,AF,Issued,2022AF52198,HRE,2022-Sep-08,2022-Sep-21,13,13
14316,AF,Refused,2022AF52417,NRB,2022-Sep-06,,,361
14319,AF,Refused,2022AF53207,NRB,2022-Sep-06,,,361
14321,AF,Refused,2022AF53549,NRB,2022-Sep-07,,,360
15157,AF,Issued,2022AF54162,YDE,2022-Sep-09,2022-Sep-13,4,4
14325,AF,Refused,2022AF54224,NRB,2022-Sep-09,,,358
16070,AF,Administrative Processing,2022AF54259,YDE,2022-Sep-06,2022-Sep-23,17,17
14327,AF,Refused,2022AF54615,NRB,2022-Sep-09,,,358
15158,AF,Ready,2022AF54658,NRB,2022-Sep-07,2022-Sep-15,8,8
14329,AF,Refused,2022AF54774,NRB,2022-Sep-09,,,358
16076,AF,Issued,2022AF54888,TNS,2022-Sep-09,2022-Sep-22,13,13
15163,AF,Ready,2022AF55222,RID,2022-Sep-08,2022-Sep-15,7,7
17222,AF,Issued,2022AF55959,NRB,2022-Sep-06,2022-Sep-28,22,22
17225,AF,Issued,2022AF56486,NRB,2022-Sep-08,2022-Sep-29,21,21
16087,AF,Issued,2022AF56519,KLL,2022-Sep-08,2022-Sep-22,14,14
17232,AF,Issued,2022AF57210,HRE,2022-Sep-08,2022-Sep-30,22,22
14340,AF,Refused,2022AF57316,NRB,2022-Sep-09,,,358
16090,AF,Issued,2022AF57603,YDE,2022-Sep-07,2022-Sep-21,14,14
17233,AF,Issued,2022AF57615,YDE,2022-Sep-06,2022-Sep-30,24,24
14345,AF,Refused,2022AF58593,NRB,2022-Sep-08,,,359
14346,AF,Refused,2022AF58767,NRB,2022-Sep-08,,,359
15176,AF,Issued,2022AF60303,TNS,2022-Sep-08,2022-Sep-15,7,7
15177,AF,Issued,2022AF60498,YDE,2022-Sep-06,2022-Sep-16,10,10
17245,AF,Issued,2022AF60737,TNS,2022-Sep-08,2022-Sep-30,22,22
15179,AF,Issued,2022AF62048,LOM,2022-Sep-06,2022-Sep-15,9,9
17251,AF,Issued,2022AF62738,NRB,2022-Sep-08,2022-Sep-30,22,22
14364,AF,Refused,2022AF62970,MNA,2022-Sep-07,,,360
14367,AS,Refused,2022AS65,ANK,2022-Sep-09,,,358
14373,AS,Refused,2022AS824,ABD,2022-Sep-09,,,358
14382,AS,Refused,2022AS2614,ABD,2022-Sep-09,,,358
17323,AS,Issued,2022AS3160,ANK,2022-Sep-09,2022-Sep-30,21,21
15246,AS,Transfer in Progress,2022AS6377,BMB,2022-Sep-08,2022-Sep-12,4,4
15247,AS,Issued,2022AS6465,TKY,2022-Sep-08,2022-Sep-14,6,6
16227,AS,Issued,2022AS7146,DJI,2022-Sep-08,2022-Sep-22,14,14
16232,AS,Refused,2022AS7935,KDU,2022-Sep-07,2022-Sep-22,15,15
15259,AS,Issued,2022AS8076,RID,2022-Sep-08,2022-Sep-15,7,7
17441,AS,Refused,2022AS8275,ANK,2022-Sep-07,2022-Sep-29,22,22
17450,AS,Issued,2022AS8513,ISL,2022-Sep-06,2022-Sep-29,23,23
14428,AS,Refused,2022AS8619,ANK,2022-Sep-08,,,359
17456,AS,Issued,2022AS8729,RID,2022-Sep-07,2022-Sep-30,23,23
17457,AS,Issued,2022AS8760,ISL,2022-Sep-09,2022-Sep-30,21,21
14432,AS,Refused,2022AS8782,ISL,2022-Sep-08,,,359
14433,AS,Refused,2022AS8806,ISL,2022-Sep-07,,,360
16245,AS,Issued,2022AS8867,RID,2022-Sep-09,2022-Sep-21,12,12
17468,AS,Issued,2022AS9217,ISL,2022-Sep-08,2022-Sep-30,22,22
16256,AS,Issued,2022AS9249,ISL,2022-Sep-09,2022-Sep-20,11,11
16259,AS,Issued,2022AS9382,ANK,2022-Sep-09,2022-Sep-21,12,12
16261,AS,Issued,2022AS9541,ISL,2022-Sep-09,2022-Sep-23,14,14
15296,AS,Issued,2022AS11169,PHP,2022-Sep-08,2022-Sep-15,7,7
16277,AS,Issued,2022AS11266,CRO,2022-Sep-08,2022-Sep-19,11,11
17522,AS,Issued,2022AS13190,AMM,2022-Sep-08,2022-Sep-30,22,22
17525,AS,Issued,2022AS14033,FRN,2022-Sep-08,2022-Sep-30,22,22
16312,AS,Issued,2022AS15830,JRS,2022-Sep-09,2022-Sep-22,13,13
14460,AS,Refused,2022AS17065,RID,2022-Sep-08,,,359
16340,AS,Ready,2022AS19453,RNG,2022-Sep-08,2022-Sep-23,15,15
16346,AS,Issued,2022AS19915,RNG,2022-Sep-09,2022-Sep-21,12,12
15345,AS,Issued,2022AS21143,PHP,2022-Sep-08,2022-Sep-16,8,8
17607,AS,Issued,2022AS22837,BRT,2022-Sep-07,2022-Sep-30,23,23
17609,AS,Issued,2022AS23123,SYD,2022-Sep-06,2022-Sep-28,22,22
17633,AS,Issued,2022AS26185,RNG,2022-Sep-08,2022-Sep-29,21,21
16394,AS,Issued,2022AS30747,PHP,2022-Sep-09,2022-Sep-22,13,13
15377,EU,Issued,2022EU360,FRN,2022-Sep-09,2022-Sep-15,6,6
16409,EU,Issued,2022EU2299,ATA,2022-Sep-09,2022-Sep-23,14,14
14506,EU,Refused,2022EU5709,BKK,2022-Sep-06,,,361
17733,EU,Issued,2022EU8405,ANK,2022-Sep-08,2022-Sep-27,19,19
14523,EU,Refused,2022EU8677,ANK,2022-Sep-08,,,359
16449,EU,Issued,2022EU8685,THT,2022-Sep-08,2022-Sep-22,14,14
15421,EU,Issued,2022EU8747,ANK,2022-Sep-09,2022-Sep-13,4,4
14526,EU,Refused,2022EU8998,BCH,2022-Sep-06,,,361
15426,EU,Issued,2022EU9023,BCH,2022-Sep-08,2022-Sep-15,7,7
14530,EU,Refused,2022EU9122,ANK,2022-Sep-09,,,358
16456,EU,Issued,2022EU9204,ANK,2022-Sep-08,2022-Sep-21,13,13
15434,EU,Administrative Processing,2022EU9542,THT,2022-Sep-09,2022-Sep-16,7,7
16460,EU,Issued,2022EU9549,BCH,2022-Sep-09,2022-Sep-19,10,10
16470,EU,Issued,2022EU10027,ANK,2022-Sep-09,2022-Sep-21,12,12
15442,EU,Issued,2022EU10123,SOF,2022-Sep-08,2022-Sep-12,4,4
16473,EU,Issued,2022EU10441,TIA,2022-Sep-06,2022-Sep-22,16,16
15448,EU,Administrative Processing,2022EU10679,TBL,2022-Sep-08,2022-Sep-14,6,6
15449,EU,Issued,2022EU10803,WRW,2022-Sep-08,2022-Sep-13,5,5
17756,EU,Issued,2022EU10913,THT,2022-Sep-08,2022-Sep-29,21,21
14555,EU,Refused,2022EU11043,THT,2022-Sep-08,,,359
16474,EU,Issued,2022EU11065,TIA,2022-Sep-07,2022-Sep-23,16,16
16475,EU,Issued,2022EU11103,TIA,2022-Sep-09,2022-Sep-20,11,11
16476,EU,Issued,2022EU11328,FRN,2022-Sep-08,2022-Sep-20,12,12
15457,EU,Issued,2022EU11375,TIA,2022-Sep-06,2022-Sep-15,9,9
15459,EU,Administrative Processing,2022EU11434,CHS,2022-Sep-06,2022-Sep-16,10,10
17769,EU,Issued,2022EU11986,TIA,2022-Sep-09,2022-Sep-30,21,21
15481,EU,Administrative Processing,2022EU12088,CHS,2022-Sep-08,2022-Sep-16,8,8
15486,EU,Issued,2022EU12245,YRV,2022-Sep-06,2022-Sep-13,7,7
15487,EU,Ready,2022EU12271,TIA,2022-Sep-09,2022-Sep-15,6,6
17777,EU,Issued,2022EU12421,FRN,2022-Sep-09,2022-Sep-27,18,18
16496,EU,Issued,2022EU12583,BKK,2022-Sep-07,2022-Sep-20,13,13
16498,EU,Issued,2022EU12608,TIA,2022-Sep-08,2022-Sep-23,15,15
17779,EU,Issued,2022EU12859,ULN,2022-Sep-09,2022-Sep-30,21,21
15495,EU,Issued,2022EU12875,YRV,2022-Sep-06,2022-Sep-14,8,8
16500,EU,Issued,2022EU12946,TIA,2022-Sep-09,2022-Sep-22,13,13
17780,EU,Issued,2022EU12973,YRV,2022-Sep-06,2022-Sep-28,22,22
15497,EU,Administrative Processing,2022EU13081,TIA,2022-Sep-08,2022-Sep-16,8,8
15499,EU,Refused,2022EU13126,YRV,2022-Sep-06,2022-Sep-16,10,10
15501,EU,Refused,2022EU13323,YRV,2022-Sep-07,2022-Sep-13,6,6
17788,EU,Issued,2022EU13731,YRV,2022-Sep-06,2022-Sep-26,20,20
17789,EU,Issued,2022EU13759,YRV,2022-Sep-06,2022-Sep-28,22,22
17793,EU,Issued,2022EU14160,JRS,2022-Sep-09,2022-Sep-28,19,19
14609,EU,Refused,2022EU14735,BKK,2022-Sep-06,,,361
15515,EU,Issued,2022EU14747,BKK,2022-Sep-06,2022-Sep-13,7,7
16514,EU,Issued,2022EU14843,ULN,2022-Sep-09,2022-Sep-23,14,14
15518,EU,Administrative Processing,2022EU14935,BKK,2022-Sep-06,2022-Sep-16,10,10
15529,EU,Issued,2022EU15890,BKK,2022-Sep-08,2022-Sep-13,5,5
15531,EU,Administrative Processing,2022EU16027,BKK,2022-Sep-08,2022-Sep-16,8,8
16519,EU,Issued,2022EU16104,BKK,2022-Sep-08,2022-Sep-22,14,14
15532,EU,Issued,2022EU16166,SEO,2022-Sep-08,2022-Sep-14,6,6
15537,EU,Issued,2022EU16511,BKK,2022-Sep-09,2022-Sep-14,5,5
15546,EU,Issued,2022EU17148,YRV,2022-Sep-06,2022-Sep-14,8,8
15547,EU,Issued,2022EU17189,VNN,2022-Sep-09,2022-Sep-13,4,4
16542,EU,Issued,2022EU18268,ANK,2022-Sep-09,2022-Sep-21,12,12
15554,EU,Issued,2022EU18333,YRV,2022-Sep-09,2022-Sep-12,3,3
17825,EU,Issued,2022EU18613,FRN,2022-Sep-07,2022-Sep-30,23,23
17828,EU,Issued,2022EU18750,ATH,2022-Sep-09,2022-Sep-27,18,18
15563,EU,Issued,2022EU20068,ATA,2022-Sep-09,2022-Sep-16,7,7
15566,EU,Issued,2022EU20393,NCS,2022-Sep-08,2022-Sep-16,8,8
15568,EU,Administrative Processing,2022EU21069,ATA,2022-Sep-07,2022-Sep-15,8,8
15571,EU,Issued,2022EU21251,FRN,2022-Sep-09,2022-Sep-14,5,5
17858,EU,Issued,2022EU21613,ATA,2022-Sep-07,2022-Sep-30,23,23
16575,EU,Issued,2022EU22019,FRN,2022-Sep-08,2022-Sep-23,15,15
15575,EU,Issued,2022EU22021,ATA,2022-Sep-09,2022-Sep-13,4,4
17862,EU,Issued,2022EU22035,ATH,2022-Sep-09,2022-Sep-30,21,21
15579,EU,Issued,2022EU22451,ATA,2022-Sep-07,2022-Sep-16,9,9
16580,EU,Administrative Processing,2022EU22520,FRN,2022-Sep-09,2022-Sep-23,14,14
15583,EU,Issued,2022EU22840,PRS,2022-Sep-07,2022-Sep-15,8,8
15585,EU,Issued,2022EU22902,ATA,2022-Sep-07,2022-Sep-16,9,9
17877,EU,Issued,2022EU23102,CHS,2022-Sep-06,2022-Sep-27,21,21
17879,EU,Issued,2022EU23318,FRN,2022-Sep-07,2022-Sep-30,23,23
15589,EU,Issued,2022EU23508,FRN,2022-Sep-07,2022-Sep-15,8,8
15591,EU,Issued,2022EU23758,FRN,2022-Sep-09,2022-Sep-16,7,7
17882,EU,Issued,2022EU23771,FRN,2022-Sep-09,2022-Sep-27,18,18
18083,EU,Ready,2022EU23784,BKK,2022-Sep-08,2022-Sep-22,14,14
16592,EU,Refused,2022EU23850,FRN,2022-Sep-08,2022-Sep-23,15,15
15599,EU,Issued,2022EU24534,FRN,2022-Sep-08,2022-Sep-15,7,7
15600,EU,Issued,2022EU24796,FRN,2022-Sep-09,2022-Sep-14,5,5
15601,EU,Issued,2022EU24825,FRN,2022-Sep-08,2022-Sep-15,7,7
15606,EU,Issued,2022EU25064,FRN,2022-Sep-06,2022-Sep-16,10,10
16600,EU,Issued,2022EU25077,FRN,2022-Sep-08,2022-Sep-21,13,13
17895,EU,Issued,2022EU25154,SEO,2022-Sep-08,2022-Sep-28,20,20
14699,EU,Refused,2022EU25319,TBL,2022-Sep-08,,,359
17902,EU,Issued,2022EU25851,ATA,2022-Sep-09,2022-Sep-30,21,21
15616,EU,Issued,2022EU25852,ATA,2022-Sep-09,2022-Sep-13,4,4
14703,EU,Refused,2022EU26100,FRN,2022-Sep-06,,,361
17910,EU,Issued,2022EU26667,FRN,2022-Sep-09,2022-Sep-28,19,19
16616,EU,Issued,2022EU26713,ANK,2022-Sep-06,2022-Sep-22,16,16
16619,EU,Issued,2022EU26811,ANK,2022-Sep-06,2022-Sep-22,16,16
16620,EU,Issued,2022EU26833,ANK,2022-Sep-06,2022-Sep-23,17,17
17915,EU,Issued,2022EU26910,YRV,2022-Sep-06,2022-Sep-28,22,22
17922,OC,Issued,2022OC425,SYD,2022-Sep-09,2022-Sep-28,19,19
16628,OC,Administrative Processing,2022OC699,SYD,2022-Sep-08,2022-Sep-23,15,15
16631,OC,Administrative Processing,2022OC884,SYD,2022-Sep-06,2022-Sep-23,17,17
17931,OC,Issued,2022OC945,SYD,2022-Sep-06,2022-Sep-28,22,22
14719,OC,Refused,2022OC1240,SYD,2022-Sep-06,,,361
15633,OC,Issued,2022OC1996,LND,2022-Sep-07,2022-Sep-14,7,7
17950,OC,Issued,2022OC2141,SYD,2022-Sep-06,2022-Sep-27,21,21
15635,OC,Issued,2022OC2184,SYD,2022-Sep-06,2022-Sep-16,10,10
15636,OC,Administrative Processing,2022OC2210,SYD,2022-Sep-06,2022-Sep-16,10,10
14730,OC,Refused,2022OC2230,SYD,2022-Sep-06,,,361
17951,OC,Issued,2022OC2260,SYD,2022-Sep-06,2022-Sep-30,24,24
16639,OC,Issued,2022OC2264,SYD,2022-Sep-06,2022-Sep-20,14,14
16640,OC,Issued,2022OC2283,SYD,2022-Sep-06,2022-Sep-20,14,14
17953,OC,Issued,2022OC2306,SYD,2022-Sep-06,2022-Sep-28,22,22
14735,OC,Refused,2022OC2327,SYD,2022-Sep-06,,,361
17954,OC,Issued,2022OC2379,SYD,2022-Sep-06,2022-Sep-30,24,24
16641,OC,Issued,2022OC2385,SYD,2022-Sep-09,2022-Sep-23,14,14
15643,SA,Issued,2022SA401,BGT,2022-Sep-07,2022-Sep-16,9,9
15655,SA,Issued,2022SA1885,SNT,2022-Sep-09,2022-Sep-15,6,6
16656,AF,Issued,2022AF386,DOH,2022-Sep-15,2022-Sep-29,14,14
14760,AF,Refused,2022AF659,KIN,2022-Sep-14,,,353
14763,AF,Refused,2022AF2087,ACC,2022-Sep-15,,,352
14764,AF,Refused,2022AF2283,KIN,2022-Sep-14,,,353
14765,AF,Refused,2022AF2579,KIN,2022-Sep-14,,,353
15675,AF,Issued,2022AF2849,CRO,2022-Sep-15,2022-Sep-21,6,6
14769,AF,Refused,2022AF3514,ACC,2022-Sep-13,,,354
14773,AF,Refused,2022AF4141,KIN,2022-Sep-14,,,353
16709,AF,Issued,2022AF4357,ACC,2022-Sep-16,2022-Sep-27,11,11
14775,AF,Refused,2022AF4543,KIN,2022-Sep-14,,,353
14777,AF,Refused,2022AF4634,KIN,2022-Sep-14,,,353
14780,AF,Refused,2022AF5092,ACC,2022-Sep-16,,,351
16722,AF,Issued,2022AF5125,ACC,2022-Sep-15,2022-Sep-27,12,12
15687,AF,Issued,2022AF5604,CRO,2022-Sep-15,2022-Sep-22,7,7
14787,AF,Refused,2022AF6866,KIN,2022-Sep-14,,,353
16746,AF,Issued,2022AF6918,KHT,2022-Sep-15,2022-Sep-30,15,15
14796,AF,Refused,2022AF7397,KIN,2022-Sep-14,,,353
16760,AF,Issued,2022AF8109,KHT,2022-Sep-13,2022-Sep-30,17,17
16766,AF,Issued,2022AF8423,KHT,2022-Sep-13,2022-Sep-30,17,17
16767,AF,Issued,2022AF8458,KHT,2022-Sep-13,2022-Sep-30,17,17
16768,AF,Issued,2022AF8491,KHT,2022-Sep-13,2022-Sep-30,17,17
16770,AF,Issued,2022AF8623,KHT,2022-Sep-13,2022-Sep-30,17,17
16774,AF,Issued,2022AF8843,NRB,2022-Sep-14,2022-Sep-28,14,14
14811,AF,Refused,2022AF9036,KHT,2022-Sep-14,,,353
16783,AF,Issued,2022AF9466,KHT,2022-Sep-13,2022-Sep-30,17,17
14815,AF,Refused,2022AF9501,KHT,2022-Sep-15,,,352
15716,AF,Administrative Processing,2022AF9754,ANK,2022-Sep-12,2022-Sep-23,11,11
14817,AF,Refused,2022AF9761,ANK,2022-Sep-16,,,351
15719,AF,Issued,2022AF10891,KHT,2022-Sep-15,2022-Sep-22,7,7
15729,AF,Issued,2022AF11808,CRO,2022-Sep-15,2022-Sep-20,5,5
16826,AF,Issued,2022AF12577,CRO,2022-Sep-15,2022-Sep-30,15,15
15734,AF,Administrative Processing,2022AF12660,NRB,2022-Sep-15,2022-Sep-23,8,8
16829,AF,Issued,2022AF12730,CRO,2022-Sep-15,2022-Sep-29,14,14
16830,AF,Issued,2022AF12748,CRO,2022-Sep-15,2022-Sep-26,11,11
15735,AF,Issued,2022AF12799,CRO,2022-Sep-13,2022-Sep-22,9,9
16832,AF,Issued,2022AF12813,NRB,2022-Sep-12,2022-Sep-27,15,15
14836,AF,Refused,2022AF12863,CRO,2022-Sep-14,,,353
16835,AF,Issued,2022AF12907,CRO,2022-Sep-12,2022-Sep-26,14,14
16838,AF,Issued,2022AF12978,CRO,2022-Sep-15,2022-Sep-27,12,12
14839,AF,Refused,2022AF13130,NRB,2022-Sep-16,,,351
16840,AF,Issued,2022AF13197,NRB,2022-Sep-12,2022-Sep-30,18,18
15739,AF,Administrative Processing,2022AF13239,NRB,2022-Sep-15,2022-Sep-23,8,8
16844,AF,Issued,2022AF13736,CRO,2022-Sep-15,2022-Sep-30,15,15
14848,AF,Refused,2022AF13887,NRB,2022-Sep-16,,,351
14849,AF,Refused,2022AF14148,NRB,2022-Sep-12,,,355
14850,AF,Refused,2022AF14341,NRB,2022-Sep-12,,,355
16853,AF,Issued,2022AF14369,NRB,2022-Sep-12,2022-Sep-30,18,18
14855,AF,Refused,2022AF15075,KIN,2022-Sep-14,,,353
16860,AF,Issued,2022AF15084,NRB,2022-Sep-14,2022-Sep-30,16,16
16862,AF,Issued,2022AF15100,NRB,2022-Sep-16,2022-Sep-29,13,13
16864,AF,Issued,2022AF15198,KIN,2022-Sep-14,2022-Sep-28,14,14
14862,AF,Refused,2022AF16305,NRB,2022-Sep-15,,,352
14863,AF,Refused,2022AF16338,NRB,2022-Sep-15,,,352
16883,AF,Issued,2022AF16416,NRB,2022-Sep-14,2022-Sep-30,16,16
16887,AF,Issued,2022AF16511,NRB,2022-Sep-16,2022-Sep-29,13,13
14868,AF,Refused,2022AF16585,NRB,2022-Sep-16,,,351
16891,AF,Issued,2022AF16747,NRB,2022-Sep-14,2022-Sep-30,16,16
14874,AF,Refused,2022AF17342,CRO,2022-Sep-15,,,352
16900,AF,Issued,2022AF17385,NRB,2022-Sep-15,2022-Sep-30,15,15
14876,AF,Refused,2022AF17748,KIN,2022-Sep-16,,,351
16904,AF,Refused,2022AF17768,CRO,2022-Sep-15,2022-Sep-30,15,15
16906,AF,Issued,2022AF17834,NRB,2022-Sep-15,2022-Sep-28,13,13
16909,AF,Issued,2022AF18032,NRB,2022-Sep-15,2022-Sep-30,15,15
15765,AF,Administrative Processing,2022AF18071,KLL,2022-Sep-15,2022-Sep-23,8,8
14883,AF,Refused,2022AF18096,NRB,2022-Sep-16,,,351
14885,AF,Refused,2022AF18209,NRB,2022-Sep-15,,,352
16913,AF,Issued,2022AF18289,CRO,2022-Sep-15,2022-Sep-27,12,12
14887,AF,Refused,2022AF18292,NRB,2022-Sep-16,,,351
14888,AF,Refused,2022AF18293,NRB,2022-Sep-15,,,352
14889,AF,Refused,2022AF18365,NRB,2022-Sep-16,,,351
16914,AF,Issued,2022AF18592,NRB,2022-Sep-16,2022-Sep-30,14,14
14892,AF,Refused,2022AF18701,NRB,2022-Sep-16,,,351
16916,AF,Issued,2022AF18738,CRO,2022-Sep-15,2022-Sep-26,11,11
16917,AF,Issued,2022AF18796,NRB,2022-Sep-15,2022-Sep-30,15,15
14896,AF,Refused,2022AF18848,NRB,2022-Sep-16,,,351
16920,AF,Issued,2022AF18998,NRB,2022-Sep-16,2022-Sep-30,14,14
14898,AF,Refused,2022AF19028,NRB,2022-Sep-16,,,351
14899,AF,Refused,2022AF19051,NRB,2022-Sep-16,,,351
14901,AF,Refused,2022AF19236,NRB,2022-Sep-16,,,351
16923,AF,Issued,2022AF19334,CRO,2022-Sep-15,2022-Sep-29,14,14
14908,AF,Refused,2022AF19513,NRB,2022-Sep-16,,,351
16926,AF,Issued,2022AF19519,NRB,2022-Sep-16,2022-Sep-30,14,14
